acceleration:x,y,z,Orientation:yaw,pitch,roll,PredGravityX,PredGravityY,PredGravityZ
0.494122, 0.695903, 9.89742, -1.20271, -0.0502335, -0.0841358, 0.492084, 0.822516, 9.75302
0.455802, 0.75024, 9.93469, -1.31909, -0.0504299, -0.0754615, 0.494004, 0.737886, 9.75969
0.506696, 0.74051, 9.90101, -1.319, -0.0503344, -0.0753841, 0.493067, 0.737131, 9.75979
0.506696, 0.74051, 9.90101, -1.319, -0.0503344, -0.0753841, 0.493067, 0.737131, 9.75979
0.506696, 0.74051, 9.90101, -1.319, -0.0503344, -0.0753841, 0.493067, 0.737131, 9.75979
0.506696, 0.74051, 9.90101, -1.31912, -0.0503697, -0.0754057, 0.493413, 0.737339, 9.75976
0.499362, 0.738714, 9.93559, -1.31928, -0.0504072, -0.0754157, 0.493781, 0.737438, 9.75973
0.520468, 0.75997, 9.93619, -1.31927, -0.0504384, -0.0754322, 0.494088, 0.737597, 9.7597
0.523312, 0.762814, 9.96942, -1.31926, -0.0504684, -0.075417, 0.494379, 0.737444, 9.7597
0.523761, 0.733475, 9.95879, -1.31926, -0.0504684, -0.075417, 0.494379, 0.737444, 9.7597
0.523761, 0.733475, 9.95879, -1.31925, -0.0504722, -0.0753787, 0.494415, 0.737072, 9.75973
0.494122, 0.72614, 9.90954, -1.31924, -0.0504457, -0.0753409, 0.494157, 0.736706, 9.75977
0.486638, 0.740211, 9.9293, -1.3191, -0.0504333, -0.0753318, 0.494157, 0.736706, 9.75977
0.50984, 0.751288, 9.93529, -1.31897, -0.0504663, -0.0753531, 0.494034, 0.736615, 9.75978
0.521965, 0.761766, 9.93619, -1.31897, -0.0504663, -0.0753531, 0.494357, 0.736822, 9.75975
0.499362, 0.747995, 9.90655, -1.31898, -0.0504851, -0.0753764, 0.494543, 0.737053, 9.75972
0.487386, 0.728086, 9.93215, -1.319, -0.0504577, -0.0753376, 0.494276, 0.73667, 9.75976
0.487386, 0.728086, 9.93215, -1.319, -0.0504577, -0.0753376, 0.494276, 0.73667, 9.75976
0.48574, 0.75518, 9.95071, -1.31907, -0.0504298, -0.0753286, 0.494003, 0.736586, 9.75978
0.48574, 0.75518, 9.95071, -1.3191, -0.0504015, -0.0753488, 0.493726, 0.736781, 9.75978
0.48559, 0.762215, 9.93828, -1.3191, -0.0504015, -0.0753488, 0.493726, 0.736781, 9.75978
0.518671, 0.772094, 9.93993, -1.3189, -0.0504523, -0.0754193, 0.494224, 0.737466, 9.75971
0.523162, 0.76446, 9.92167, -1.3189, -0.0504523, -0.0754193, 0.494224, 0.737466, 9.75971
0.523162, 0.76446, 9.92167, -1.3189, -0.0504523, -0.0754193, 0.494224, 0.737466, 9.75971
0.523162, 0.76446, 9.92167, -1.3189, -0.0504523, -0.0754193, 0.494224, 0.737466, 9.75971
0.523162, 0.76446, 9.92167, -1.31859, -0.0504881, -0.0754438, 0.494571, 0.737704, 9.75967
0.508642, 0.763562, 9.90116, -1.31827, -0.0504619, -0.0754668, 0.494314, 0.737929, 9.75967
0.488734, 0.763412, 9.92257, -1.31809, -0.050434, -0.0754555, 0.494042, 0.73782, 9.75969
0.48589, 0.748593, 9.93439, -1.31809, -0.050434, -0.0754555, 0.494042, 0.73782, 9.75969
