acceleration:x,y,z,Orientation:yaw,pitch,roll,PredGravityX,PredGravityY,PredGravityZ
8.13573, -2.88405, 7.17174, -0.452003, -0.606851, 0.338841, 5.58878, -2.67584, 7.59246
8.13573, -2.88405, 7.17174, -0.452003, -0.606851, 0.338841, 5.58878, -2.67584, 7.59246
8.13573, -2.88405, 7.17174, -0.452003, -0.606851, 0.338841, 5.58878, -2.67584, 7.59246
8.13573, -2.88405, 7.17174, -0.452003, -0.606851, 0.338841, 5.58878, -2.67584, 7.59246
0.255668, 0.265099, 9.9058, -1.02588, -0.028031, -0.0260659, 0.274669, 0.255319, 9.79282
0.255668, 0.265099, 9.89907, -1.02578, -0.0279954, -0.0260765, 0.274318, 0.255422, 9.79283
0.255668, 0.265099, 9.9278, -1.02578, -0.0279954, -0.0260765, 0.274318, 0.255422, 9.79283
0.270637, 0.265099, 9.95011, -1.02567, -0.0279595, -0.0260862, 0.273966, 0.255513, 9.79284
0.261057, 0.265099, 9.96208, -1.02557, -0.027953, -0.0260945, 0.273904, 0.255599, 9.79284
0.241298, 0.265099, 9.9281, -1.02546, -0.027917, -0.0261031, 0.273554, 0.255684, 9.79284
0.244741, 0.265099, 9.90206, -1.02536, -0.0278386, -0.0261139, 0.272781, 0.255787, 9.79286
0.244741, 0.265099, 9.90206, -1.02536, -0.0278386, -0.0261139, 0.272781, 0.255787, 9.79286
0.244741, 0.265099, 9.90206, -1.02536, -0.0278386, -0.0261139, 0.272781, 0.255787, 9.79286
0.244741, 0.265099, 9.90206, -1.02501, -0.0278221, -0.0261245, 0.27262, 0.255893, 9.79286
0.278271, 0.265099, 9.91358, -1.02494, -0.0278496, -0.0261182, 0.272889, 0.255831, 9.79286
0.291743, 0.240999, 9.93319, -1.02486, -0.027877, -0.0260974, 0.273161, 0.255626, 9.79286
0.278571, 0.258512, 9.91748, -1.02464, -0.0278443, -0.0261231, 0.272839, 0.255875, 9.79286
0.258662, 0.273332, 9.92481, -1.02464, -0.0278443, -0.0261231, 0.272839, 0.255875, 9.79286
0.255968, 0.275278, 9.93469, -1.02442, -0.0278107, -0.0261624, 0.27251, 0.256263, 9.79286
0.255968, 0.275278, 9.93469, -1.02442, -0.0278107, -0.0261624, 0.27251, 0.256263, 9.79286
0.255968, 0.275278, 9.93469, -1.02442, -0.0278107, -0.0261624, 0.27251, 0.256263, 9.79286
0.255968, 0.275278, 9.93469, -1.02432, -0.0277786, -0.0261715, 0.272196, 0.256351, 9.79286
0.255668, 0.266596, 9.90625, -1.02432, -0.0277786, -0.0261715, 0.272196, 0.256351, 9.79286
0.255668, 0.23561, 9.90251, -1.02441, -0.0277473, -0.0261504, 0.271891, 0.256144, 9.79288
0.285307, 0.227976, 9.89862, -1.0245, -0.0277475, -0.0260998, 0.271892, 0.255647, 9.79289
0.243544, 0.264051, 9.94427, -1.02449, -0.0277441, -0.0260888, 0.271858, 0.255545, 9.7929
0.243544, 0.264051, 9.94427, -1.02449, -0.0277441, -0.0260888, 0.271858, 0.255545, 9.7929
0.243544, 0.264051, 9.94427, -1.02411, -0.0276668, -0.0261135, 0.271102, 0.255783, 9.79291
0.24504, 0.27423, 9.93739, -1.02372, -0.027636, -0.0261226, 0.2708, 0.255875, 9.79292
0.254171, 0.266446, 9.93634, -1.02372, -0.027636, -0.0261226, 0.2708, 0.255875, 9.79292
0.254171, 0.266446, 9.93634, -1.02327, -0.0276058, -0.0261163, 0.270503, 0.255809, 9.79293
0.270488, 0.241149, 9.93634, -1.02282, -0.0275911, -0.0260797, 0.270359, 0.255454, 9.79294
0.272733, 0.232167, 9.92122, -1.02242, -0.0276239, -0.0260455, 0.270681, 0.255119, 9.79294
0.276026, 0.251776, 9.90116, -1.02242, -0.0276239, -0.0260455, 0.270681, 0.255119, 9.79294
0.276026, 0.251776, 9.90116, -1.02242, -0.0276239, -0.0260455, 0.270681, 0.255119, 9.79294
0.276026, 0.251776, 9.90116, -1.02242, -0.0276239, -0.0260455, 0.270681, 0.255119, 9.79294
0.276026, 0.251776, 9.90116, -1.02201, -0.027626, -0.0260572, 0.270703, 0.255237, 9.79294
0.273032, 0.263302, 9.89832, -1.02201, -0.027626, -0.0260572, 0.270703, 0.255237, 9.79294
0.273032, 0.263302, 9.89832, -1.02184, -0.0275976, -0.0260688, 0.270424, 0.255345, 9.79294
0.257914, 0.264949, 9.89802, -1.02211, -0.0275696, -0.0260649, 0.270151, 0.25531, 9.79295
0.255968, 0.255968, 9.89802, -1.02237, -0.0275421, -0.0260763, 0.269878, 0.255421, 9.79295
0.255668, 0.263901, 9.91299, -1.02237, -0.0275421, -0.0260763, 0.269878, 0.255421, 9.79295
0.255668, 0.263901, 9.91299, -1.02237, -0.0275421, -0.0260763, 0.269878, 0.255421, 9.79295
0.255668, 0.263901, 9.91299, -1.02257, -0.027499, -0.0260867, 0.269457, 0.255525, 9.79296
0.252225, 0.264949, 9.92062, -1.02278, -0.0274862, -0.0261266, 0.26933, 0.255919, 9.79296
0.279319, 0.289049, 9.94921, -1.02341, -0.027502, -0.0261945, 0.269485, 0.25658, 9.79293
0.267793, 0.301473, 9.97107, -1.02404, -0.0274725, -0.0262618, 0.269197, 0.257242, 9.79292
0.257315, 0.288151, 9.95355, -1.02453, -0.0274448, -0.0262837, 0.268925, 0.257456, 9.79293
0.255818, 0.271685, 9.92361, -1.02453, -0.0274448, -0.0262837, 0.268925, 0.257456, 9.79293
0.255668, 0.242047, 9.93454, -1.02501, -0.027418, -0.0262601, 0.268661, 0.257226, 9.79294
0.24055, 0.253124, 9.93604, -1.02537, -0.0273912, -0.0262214, 0.268402, 0.256843, 9.79296
0.24055, 0.253124, 9.93604, -1.02571, -0.0273042, -0.0262288, 0.26755, 0.256917, 9.79298
0.23546, 0.248483, 9.93619, -1.02571, -0.0273042, -0.0262288, 0.26755, 0.256917, 9.79298
0.23546, 0.248483, 9.93619, -1.02571, -0.0273042, -0.0262288, 0.26755, 0.256917, 9.79298
0.23546, 0.248483, 9.93619, -1.02624, -0.0273109, -0.0261766, 0.267613, 0.256407, 9.79299
0.282612, 0.229772, 9.90311, -1.02676, -0.0273485, -0.026126, 0.267981, 0.255913, 9.79299
0.277373, 0.242346, 9.89308, -1.02676, -0.0273485, -0.026126, 0.267981, 0.255913, 9.79299
0.277373, 0.242346, 9.89308, -1.02676, -0.0273485, -0.026126, 0.267981, 0.255913, 9.79299
0.277373, 0.242346, 9.89308, -1.02676, -0.0273485, -0.026126, 0.267981, 0.255913, 9.79299
0.277373, 0.242346, 9.89308, -1.02715, -0.0273245, -0.0261517, 0.267748, 0.256159, 9.79299
